KIMCZ,FT922-5274,327,0,0.0,0.0,0.0,0.0
KIMCZ,FBIS3-33282,354,1,0.0,0.0,0.0,0.0
KIMCZ,FT941-5957,361,0,0.0,0.0,0.0,0.0
KIMCZ,FBIS4-31073,401,0,0.08333333333333333,0.3333333333333333,0.0,0.0
DDSCR,FBIS3-40185,414,0,0.125,0.3333333333333333,0.0,0.0
KIMCZ,FBIS3-45804,440,0,0.09090909090909091,0.5,0.0,0.0
KIMCZ,FBIS3-33282,446,0,0.09090909090909091,0.5,0.0,0.0
DDSCR,FT941-10100,450,1,0.0,0.0,0.0,0.0
KIMCZ,FT941-5957,640,0,0.0,0.0,0.0,0.0
KIMCZ,LA111489-0003,664,2,0.18181818181818182,0.6666666666666666,0.42857142857142855,0.6
KIMCZ,FT941-5957,684,1,0.0,0.0,0.0,0.0
HOMFA,FT944-5248,326,1,0.0,0.0,0.0,0.0
HOMFA,FT944-5248,363,0,0.08333333333333333,0.3333333333333333,0.0,0.0
HOMFA,LA071590-0193,363,0,0.0,0.0,0.0,0.0
HOMFA,FT944-5248,367,0,0.0,0.0,0.0,0.0
HOMFA,LA120890-0010,383,1,0.0,0.0,0.0,0.0
HOMFA,FBIS4-14446,396,0,0.0,0.0,0.0,0.0
HOMFA,LA051289-0178,398,0,0.0,0.0,0.0,0.0
HOMFA,LA100490-0070,401,0,0.0,0.0,0.0,0.0
HOMFA,FT944-5248,448,0,0.0,0.0,0.05263157894736842,0.1
HOMFA,LA102689-0143,601,0,0.0,0.0,0.0,0.0
HOMFA,FT933-219,608,0,0.0,0.0,0.0,0.0
HOMFA,LA120890-0010,636,0,0.0,0.0,0.0,0.0
HOMFA,LA060590-0046,638,0,0.0,0.0,0.0,0.0
HOMFA,LA100490-0070,648,0,0.0,0.0,0.0,0.0
HOMFA,LA120890-0010,654,0,0.0,0.0,0.0,0.0
HOMFA,FT944-5248,659,1,0.08333333333333333,0.3333333333333333,0.0,0.0
HOMFA,LA100490-0070,682,0,0.0,0.0,0.0,0.0
VXDPZ,FT923-437,314,0,0.0,0.0,0.0,0.0
VXDPZ,LA042090-0123,315,0,0.08333333333333333,0.3333333333333333,0.0,0.0
HSOAQ,FT923-8257,321,0,0.0,0.0,0.0,0.0
VXDPZ,FT923-437,333,0,0.0,0.0,0.0,0.0
HSOAQ,LA050290-0059,333,0,0.125,0.3333333333333333,0.0,0.0
HSOAQ,LA100690-0107,350,1,0.18181818181818182,0.6666666666666666,0.1111111111111111,0.2
HSOAQ,FT923-8257,356,0,0.0,0.0,0.0,0.0
VXDPZ,LA042090-0123,358,0,0.0,0.0,0.0,0.0
HSOAQ,LA050290-0059,370,1,0.125,0.3333333333333333,0.0,0.0
HSOAQ,FBIS3-22836,376,0,0.125,0.5,0.0,0.0
VXDPZ,FT923-437,381,0,0.1,0.5,0.05263157894736842,0.1
HSOAQ,FBIS3-22836,389,1,0.1111111111111111,0.3333333333333333,0.0,0.0
VXDPZ,FT923-437,390,0,0.0,0.0,0.0,0.0
HSOAQ,LA050290-0059,427,0,0.0,0.0,0.0,0.0
VXDPZ,FT923-437,449,1,0.0,0.0,0.0,0.0
VXDPZ,LA111789-0141,633,0,0.0,0.0,0.0,0.0
VXDPZ,LA042090-0123,634,0,0.08333333333333333,0.3333333333333333,0.0,0.0
VXDPZ,LA060590-0046,638,0,0.0,0.0,0.0,0.0
VXDPZ,LA052190-0103,694,0,0.0,0.0,0.0,0.0
HOMFA,LA122889-0074,331,0,0.0,0.0,0.0,0.0
HOMFA,FBIS3-33282,354,1,0.0,0.0,0.0,0.0
HOMFA,FBIS4-2353,362,1,0.1,0.5,0.0,0.0
HOMFA,FT943-13263,370,0,0.0,0.0,0.0,0.0
HOMFA,LA032989-0060,389,1,0.0,0.0,0.0,0.0
HOMFA,FT931-16191,394,0,0.0,0.0,0.0,0.0
HOMFA,FBIS4-35578,395,0,0.1111111111111111,1.0,0.05263157894736842,0.1
HOMFA,FT942-2505,409,0,0.0,0.0,0.0,0.0
HOMFA,LA122889-0074,425,1,0.09090909090909091,0.5,0.05263157894736842,0.1
HOMFA,FBIS4-35578,438,0,0.1,0.5,0.05263157894736842,0.1
HOMFA,FR940817-2-00019,439,1,0.0,0.0,0.0,0.0
HOMFA,FBIS3-33282,446,0,0.1111111111111111,0.5,0.0,0.0
HOMFA,FT943-7580,627,0,0.0,0.0,0.0,0.0
HOMFA,FT943-7580,640,0,0.0,0.0,0.0,0.0
HOMFA,FT943-7580,651,0,0.0,0.0,0.0,0.0
HOMFA,FBIS4-2353,682,0,0.09090909090909091,0.3333333333333333,0.0,0.0
HOMFA,FT921-5609,688,1,0.09090909090909091,0.16666666666666666,0.0,0.0
HOMFA,FT943-13263,700,0,0.0,0.0,0.0,0.0
ZMZFP,FT942-4421,307,1,0.0,0.0,0.0,0.0
ZMZFP,FT932-8409,319,1,0.0,0.0,0.0,0.0
ZMZFP,FT942-4421,331,1,0.0,0.0,0.0,0.0
ZMZFP,FR940405-1-00092,350,0,0.08333333333333333,0.3333333333333333,0.05263157894736842,0.1
LNLKA,FT934-3952,352,0,0.0,0.0,0.0,0.0
LNLKA,FT934-3952,363,0,0.08333333333333333,0.3333333333333333,0.0,0.0
ZMZFP,LA111690-0058,370,0,0.0,0.0,0.0,0.0
ZMZFP,FT932-8409,375,0,0.1,0.5,0.05263157894736842,0.1
ZMZFP,FR940405-1-00092,396,1,0.3,1.0,0.6666666666666666,0.8
ZMZFP,LA111690-0058,398,1,0.0,0.0,0.05263157894736842,0.1
ZMZFP,FT923-6110,408,1,0.0,0.0,0.0,0.0
ZMZFP,FT932-8409,420,0,0.0,0.0,0.0,0.0
LNLKA,FT934-3952,436,0,0.0,0.0,0.0,0.0
ZMZFP,FT932-8409,444,0,0.0,0.0,0.0,0.0
ZMZFP,LA081789-0020,629,0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2
ZMZFP,FR940405-1-00092,630,0,0.08333333333333333,0.3333333333333333,0.0,0.0
ZMZFP,FT932-8409,647,0,0.0,0.0,0.0,0.0
ZMZFP,FT942-4421,647,0,0.0,0.0,0.0,0.0
ZMZFP,FT944-11346,693,1,0.3333333333333333,1.0,0.05263157894736842,0.1
ZMZFP,LA060790-0008,700,1,0.1,0.2,0.0,0.0
HSOAQ,FR940217-2-00013,304,0,0.08333333333333333,0.3333333333333333,0.05263157894736842,0.1
VXDPZ,FT921-12562,309,0,0.09090909090909091,0.5,0.0,0.0
HSOAQ,FR940217-2-00013,314,0,0.09090909090909091,0.5,0.0,0.0
VXDPZ,FT944-4092,340,0,0.0,0.0,0.0,0.0
VXDPZ,FT944-4092,353,0,0.0,0.0,0.0,0.0
VXDPZ,FBIS4-10906,354,1,0.0,0.0,0.0,0.0
VXDPZ,FT944-4092,355,0,0.0,0.0,0.0,0.0
HSOAQ,FR940217-2-00013,355,0,0.0,0.0,0.0,0.0
HSOAQ,FBIS3-41598,357,0,0.0,0.0,0.0,0.0
VXDPZ,FT944-4092,357,0,0.0,0.0,0.0,0.0
VXDPZ,LA061390-0077,382,0,0.0,0.0,0.0,0.0
VXDPZ,FT944-4092,399,1,0.0,0.0,0.0,0.0
HSOAQ,FR940217-2-00013,399,1,0.0,0.0,0.0,0.0
VXDPZ,LA061390-0077,407,0,0.0,0.0,0.0,0.0
VXDPZ,FT921-12562,411,0,0.0,0.0,0.0,0.0
HSOAQ,FR940217-2-00013,439,0,0.0,0.0,0.0,0.0
VXDPZ,LA111789-0141,633,0,0.0,0.0,0.0,0.0
VXDPZ,LA061390-0077,641,0,0.0,0.0,0.0,0.0
VXDPZ,LA061390-0077,670,0,0.0,0.0,0.0,0.0
VXDPZ,LA080489-0057,699,0,0.1,0.5,0.0,0.0
ZMZFP,FBIS3-4361,307,1,0.09090909090909091,0.3333333333333333,0.0,0.0
ZMZFP,FBIS3-20897,313,1,0.0,0.0,0.0,0.0
ZMZFP,LA040789-0040,314,0,0.0,0.0,0.0,0.0
ZMZFP,FBIS4-5631,321,1,0.0,0.0,0.0,0.0
ZMZFP,FT944-15143,326,1,0.09090909090909091,0.5,0.0,0.0
ZMZFP,LA082989-0016,338,0,0.0,0.0,0.0,0.0
ZMZFP,FT944-4092,340,0,0.0,0.0,0.0,0.0
ZMZFP,FT944-4092,353,0,0.0,0.0,0.0,0.0
ZMZFP,FT944-4092,355,0,0.0,0.0,0.0,0.0
ZMZFP,FT944-4092,357,0,0.08333333333333333,0.3333333333333333,0.0,0.0
ZMZFP,FR940405-0-00020,370,1,0.0,0.0,0.0,0.0
ZMZFP,FT944-4092,399,1,0.0,0.0,0.0,0.0
ZMZFP,FT923-6110,408,1,0.0,0.0,0.05263157894736842,0.1
ZMZFP,FT942-2505,409,0,0.1111111111111111,0.3333333333333333,0.0,0.0
ZMZFP,FT944-15143,411,0,0.0,0.0,0.0,0.0
ZMZFP,LA082989-0016,436,1,0.0,0.0,0.0,0.0
ZMZFP,FT944-15143,448,0,0.09090909090909091,0.5,0.05263157894736842,0.1
ZMZFP,FR940405-0-00020,448,0,0.0,0.0,0.0,0.0
ZMZFP,LA040789-0040,641,1,0.16666666666666666,0.5,0.17647058823529413,0.3
UOPBK,FT924-979,308,0,0.0,0.0,0.0,0.0
UOPBK,FT924-1255,348,0,0.0,0.0,0.0,0.0
UOPBK,FT924-979,349,0,0.0,0.0,0.0,0.0
UOPBK,FT924-979,356,1,0.0,0.0,0.05263157894736842,0.1
UOPBK,LA031789-0039,360,0,0.0,0.0,0.0,0.0
UOPBK,FBIS4-53596,373,0,0.0,0.0,0.0,0.0
UOPBK,FT924-1255,379,0,0.0,0.0,0.0,0.0
UOPBK,FT924-1255,386,0,0.08333333333333333,0.3333333333333333,0.0,0.0
UOPBK,FT931-4409,389,1,0.0,0.0,0.0,0.0
UOPBK,FT924-1255,390,0,0.0,0.0,0.0,0.0
UOPBK,FT922-3424,395,0,0.0,0.0,0.0,0.0
UOPBK,FBIS3-58832,401,1,0.0,0.0,0.0,0.0
UOPBK,FT924-979,403,1,0.1,1.0,0.3333333333333333,0.5
UOPBK,LA031789-0039,439,0,0.0,0.0,0.0,0.0
UOPBK,FT924-979,609,0,0.0,0.0,0.0,0.0
UOPBK,FT922-3424,617,1,0.18181818181818182,0.6666666666666666,0.0,0.0
UOPBK,FBIS4-63852,627,0,0.0,0.0,0.0,0.0
UOPBK,FT924-1255,658,0,0.0,0.0,0.05263157894736842,0.1
UOPBK,FT924-1255,665,1,0.16666666666666666,0.5,0.0,0.0
UOPBK,FT924-1255,668,0,0.09090909090909091,0.5,0.0,0.0
UOPBK,LA031789-0039,685,0,0.0,0.0,0.0,0.0
HOMFA,FT923-12937,321,0,0.0,0.0,0.0,0.0
HOMFA,FBIS4-6232,325,0,0.0,0.0,0.0,0.0
HOMFA,FT944-15143,326,1,0.09090909090909091,0.5,0.0,0.0
HOMFA,FT924-8113,330,0,0.08333333333333333,0.3333333333333333,0.0,0.0
HOMFA,FBIS4-62259,332,0,0.18181818181818182,0.6666666666666666,0.05263157894736842,0.1
HOMFA,FT923-12937,351,0,0.1111111111111111,0.3333333333333333,0.0,0.0
HOMFA,FT923-12937,357,1,0.0,0.0,0.0,0.0
HOMFA,FT943-13263,370,0,0.0,0.0,0.0,0.0
HOMFA,FT924-8113,373,0,0.0,0.0,0.0,0.0
HOMFA,FBIS3-59251,378,0,0.0,0.0,0.0,0.0
HOMFA,FT924-8113,389,1,0.0,0.0,0.0,0.0
HOMFA,FT944-15143,411,0,0.0,0.0,0.0,0.0
HOMFA,FBIS4-62259,434,1,0.09090909090909091,0.5,0.0,0.0
HOMFA,FT944-15143,448,0,0.09090909090909091,0.5,0.05263157894736842,0.1
HOMFA,FT943-13263,700,0,0.0,0.0,0.0,0.0
UOPBK,FT923-437,314,0,0.0,0.0,0.0,0.0
UOPBK,FT932-8409,319,1,0.08333333333333333,0.3333333333333333,0.05263157894736842,0.1
UOPBK,LA100590-0009,323,0,0.1111111111111111,0.3333333333333333,0.0,0.0
UOPBK,FT923-437,333,0,0.0,0.0,0.0,0.0
UOPBK,FR940525-1-00060,370,1,0.08333333333333333,0.3333333333333333,0.0,0.0
UOPBK,FT932-8409,375,0,0.09090909090909091,0.5,0.05263157894736842,0.1
UOPBK,FBIS4-51839,379,0,0.0,0.0,0.0,0.0
UOPBK,FT923-437,381,0,0.09090909090909091,0.5,0.0,0.0
UOPBK,FT943-14834,387,0,0.09090909090909091,0.5,0.0,0.0
UOPBK,FT923-437,390,0,0.0,0.0,0.0,0.0
UOPBK,LA100590-0009,401,1,0.1111111111111111,0.3333333333333333,0.0,0.0
UOPBK,FR940525-1-00060,403,0,0.0,0.0,0.0,0.0
UOPBK,FT932-8409,420,0,0.0,0.0,0.0,0.0
UOPBK,FT943-14834,421,0,0.18181818181818182,0.6666666666666666,0.05263157894736842,0.1
UOPBK,FBIS4-51839,428,1,0.08333333333333333,0.3333333333333333,0.05263157894736842,0.1
UOPBK,LA041989-0063,430,0,0.0,0.0,0.0,0.0
UOPBK,FR940525-1-00060,442,0,0.0,0.0,0.0,0.0
UOPBK,FT932-8409,444,0,0.0,0.0,0.0,0.0
UOPBK,FR940505-1-00242,447,0,0.0,0.0,0.0,0.0
UOPBK,FT923-437,449,1,0.0,0.0,0.0,0.0
UOPBK,FT932-8409,647,0,0.0,0.0,0.0,0.0
UOPBK,FBIS4-51839,655,0,0.0,0.0,0.0,0.0
UOPBK,FBIS4-51839,658,0,0.0,0.0,0.0,0.0
UOPBK,FBIS4-51839,678,0,0.0,0.0,0.0,0.0
