doc,query,pq_q_recall,pq_q_ap,q_weight_perc
FR940817-2-00019,439,0.3333333333333333,0.05555555555555555,0.10714285714285714
FT923-12937,321,0.0,0.0,0.0
FT923-12937,351,0.3333333333333333,0.06666666666666667,0.0975609756097561
FT923-12937,357,0.0,0.0,0.0
LA010590-0075,396,0.3333333333333333,0.037037037037037035,0.06944444444444445
LA101789-0057,674,0.0,0.0,0.0
FR940511-0-00062,407,0.0,0.0,0.0
LA112789-0106,434,0.5,0.1,0.09090909090909091
FBIS4-51839,428,0.0,0.0,0.0
FBIS4-51839,658,0.0,0.0,0.0
FBIS4-51839,379,0.0,0.0,0.0
FBIS4-51839,678,0.0,0.0,0.0
FBIS4-51839,655,0.0,0.0,0.0
LA111690-0002,398,0.0,0.0,0.0
FBIS4-33117,332,0.3333333333333333,0.06666666666666667,0.10638297872340426
FBIS4-33117,650,0.3333333333333333,0.06666666666666667,0.10638297872340426
LA060790-0008,700,0.25,0.08333333333333333,0.11764705882352941
LA111489-0003,664,1.0,0.8095238095238094,0.4166666666666667
FBIS4-39383,357,0.0,0.0,0.0
FBIS3-60253,400,0.3333333333333333,0.1111111111111111,0.0975609756097561
FBIS3-60253,408,0.5,0.5,0.17073170731707318
FT944-5248,326,0.5,0.07142857142857142,0.08108108108108109
FT944-5248,363,0.0,0.0,0.0
FT944-5248,659,0.3333333333333333,0.3333333333333333,0.21621621621621623
FT944-5248,367,0.0,0.0,0.0
FT944-5248,448,0.5,0.0625,0.05405405405405406
FBIS3-19056,398,0.0,0.0,0.0
LA102589-0109,431,0.0,0.0,0.0
LA102589-0109,392,0.0,0.0,0.0
FBIS3-58832,401,0.0,0.0,0.0
FT924-1255,658,0.0,0.0,0.0
FT924-1255,665,0.25,0.25,0.18181818181818182
FT924-1255,379,0.0,0.0,0.0
FT924-1255,668,0.0,0.0,0.0
FT924-1255,390,0.0,0.0,0.0
FT924-1255,386,0.3333333333333333,0.16666666666666666,0.13636363636363635
FT924-1255,348,0.0,0.0,0.0
FT924-979,609,0.25,0.08333333333333333,0.06060606060606061
FT924-979,356,0.0,0.0,0.0
FT924-979,349,0.0,0.0,0.0
FT924-979,308,0.0,0.0,0.0
FT924-979,403,0.0,0.0,0.0
FBIS4-53596,373,0.0,0.0,0.0
LA031789-0039,439,0.0,0.0,0.0
LA031789-0039,360,0.0,0.0,0.0
LA031789-0039,685,0.0,0.0,0.0
FBIS3-10018,417,0.0,0.0,0.0
LA031990-0016,700,0.5,0.3,0.23255813953488372
FBIS3-23959,636,0.3333333333333333,0.03333333333333333,0.07894736842105263
LA120790-0178,371,0.0,0.0,0.0
LA120790-0178,381,0.0,0.0,0.0
FR940406-2-00174,625,0.0,0.0,0.0
FR940406-2-00174,651,0.0,0.0,0.0
FBIS3-2746,337,0.0,0.0,0.0
LA081789-0025,409,0.0,0.0,0.0
LA040690-0016,445,0.5,0.25,0.16666666666666666
LA040690-0016,658,0.0,0.0,0.0
LA040690-0016,379,0.0,0.0,0.0
LA102289-0049,400,0.3333333333333333,0.16666666666666666,0.1111111111111111
LA102289-0049,367,0.0,0.0,0.0
FT941-11412,439,0.0,0.0,0.0
FT941-11412,661,0.3333333333333333,0.05555555555555555,0.08333333333333333
FT941-15258,376,0.0,0.0,0.0
FT943-15585,331,0.6666666666666666,0.13333333333333333,0.14772727272727273
FT933-219,608,0.3333333333333333,0.08333333333333333,0.11290322580645161
LA041989-0063,430,0.0,0.0,0.0
FT943-14834,387,0.5,0.16666666666666666,0.08695652173913043
FT943-14834,421,0.6666666666666666,0.38888888888888884,0.21739130434782608
FT932-8409,375,0.5,0.05,0.06818181818181818
FT932-8409,647,0.0,0.0,0.0
FT932-8409,420,0.0,0.0,0.0
FT932-8409,319,0.0,0.0,0.0
FT932-8409,444,0.0,0.0,0.0
LA100590-0009,323,0.3333333333333333,0.08333333333333333,0.10112359550561797
LA100590-0009,401,0.3333333333333333,0.1111111111111111,0.11235955056179775
FT941-8610,443,0.0,0.0,0.0
FT923-4554,408,0.0,0.0,0.0
FT934-2957,314,0.0,0.0,0.0
FBIS4-31073,401,0.0,0.0,0.0
FBIS3-45804,440,0.5,0.5,0.25806451612903225
FT941-5957,640,0.0,0.0,0.0
FT941-5957,684,0.6666666666666666,0.5555555555555555,0.3076923076923077
FT941-5957,361,0.0,0.0,0.0
FT922-5274,327,0.0,0.0,0.0
LA032489-0044,658,0.5,0.1,0.0963855421686747
LA032489-0044,654,0.0,0.0,0.0
FT923-2323,648,0.0,0.0,0.0
FBIS4-47102,434,0.5,0.5,0.19298245614035087
FT942-8508,648,0.0,0.0,0.0
FT934-7301,643,0.25,0.25,0.23076923076923078
FT934-7301,417,0.0,0.0,0.0
FT943-9539,603,0.0,0.0,0.0
FBIS3-23491,625,0.3333333333333333,0.041666666666666664,0.08823529411764706
FT923-10363,331,0.0,0.0,0.0
FT923-10363,343,0.5,0.5,0.32727272727272727
FR940913-0-00011,369,0.0,0.0,0.0
FT944-3758,364,0.0,0.0,0.0
LA092990-0004,636,0.3333333333333333,0.06666666666666667,0.08823529411764706
LA092990-0004,393,0.0,0.0,0.0
LA091289-0112,360,0.0,0.0,0.0
FT924-4322,425,0.0,0.0,0.0
FT924-4322,334,0.0,0.0,0.0
FT924-4322,367,1.0,0.1111111111111111,0.06666666666666667
FT924-4322,373,0.0,0.0,0.0
FT924-4322,344,0.0,0.0,0.0
FT924-4322,645,1.0,0.6111111111111112,0.37777777777777777
FT924-4322,422,0.0,0.0,0.0
FT921-4613,313,0.0,0.0,0.0
FT944-1628,401,0.0,0.0,0.0
FT944-1628,410,0.0,0.0,0.0
FBIS4-40530,434,0.5,0.0625,0.078125
FBIS4-40530,331,0.0,0.0,0.0
LA100490-0070,682,0.3333333333333333,0.06666666666666667,0.07792207792207792
LA100490-0070,648,0.3333333333333333,0.05555555555555555,0.07792207792207792
LA100490-0070,401,0.0,0.0,0.0
LA070989-0158,340,0.3333333333333333,0.16666666666666666,0.15
LA081489-0040,354,0.0,0.0,0.0
FBIS3-41220,301,0.3333333333333333,0.041666666666666664,0.07317073170731707
FBIS4-33288,320,0.0,0.0,0.0
FBIS4-33288,367,0.0,0.0,0.0
FT921-5044,407,0.0,0.0,0.0
FT921-5044,304,0.0,0.0,0.0
FT921-5044,340,0.3333333333333333,0.1111111111111111,0.11904761904761904
FT921-5044,347,0.0,0.0,0.0
LA071190-0029,662,0.0,0.0,0.0
FBIS4-52309,631,0.25,0.125,0.17647058823529413
FBIS4-52309,399,0.0,0.0,0.0
FBIS4-52309,357,0.0,0.0,0.0
LA060390-0073,354,0.0,0.0,0.0
FR940405-1-00092,630,0.0,0.0,0.0
FR940405-1-00092,350,0.0,0.0,0.0
FR940405-1-00092,396,0.6666666666666666,0.4444444444444444,0.32432432432432434
LA081789-0020,629,0.0,0.0,0.0
LA111690-0058,370,0.0,0.0,0.0
LA111690-0058,398,0.25,0.0625,0.10714285714285714
FT923-6110,408,0.0,0.0,0.0
FBIS4-5631,321,0.0,0.0,0.0
FT942-2505,409,0.25,0.3333333333333333,0.14285714285714285
FR940405-0-00020,370,0.0,0.0,0.0
FR940405-0-00020,448,0.0,0.0,0.0
FBIS3-4361,307,0.3333333333333333,0.08333333333333333,0.09615384615384616
FT944-15143,448,0.5,0.07142857142857142,0.08333333333333333
FT944-15143,326,0.0,0.0,0.0
FT944-15143,411,0.0,0.0,0.0
FBIS3-20897,313,0.0,0.0,0.0
LA022389-0218,450,0.0,0.0,0.0
FT924-2356,325,0.0,0.0,0.0
FT924-2356,336,0.0,0.0,0.0
LA083089-0044,332,0.3333333333333333,0.041666666666666664,0.07142857142857142
LA083089-0044,650,0.3333333333333333,0.041666666666666664,0.07142857142857142
FBIS3-9311,439,0.0,0.0,0.0
FR940831-2-00152,417,0.0,0.0,0.0
LA060390-0136,438,0.0,0.0,0.0
FT933-3647,437,0.0,0.0,0.0
FT923-3617,301,0.0,0.0,0.0
FT923-3617,410,0.5,0.08333333333333333,0.08163265306122448
LA071390-0053,320,0.0,0.0,0.0
LA061489-0087,662,0.0,0.0,0.0
FT943-13239,366,0.0,0.0,0.0
LA061090-0221,370,0.3333333333333333,0.08333333333333333,0.13636363636363635
LA050390-0240,666,0.3333333333333333,0.1111111111111111,0.12903225806451613
LA102689-0143,601,0.0,0.0,0.0
LA071590-0193,363,0.0,0.0,0.0
LA120890-0010,654,0.0,0.0,0.0
LA120890-0010,383,0.0,0.0,0.0
LA120890-0010,636,0.3333333333333333,0.1111111111111111,0.10526315789473684
FT921-14761,647,0.0,0.0,0.0
FT921-14761,422,0.0,0.0,0.0
FT921-14761,328,0.0,0.0,0.0
LA051489-0205,315,0.0,0.0,0.0
FT933-15380,626,0.0,0.0,0.0
FT933-15380,446,0.0,0.0,0.0
FR941207-1-00023,407,0.0,0.0,0.0
FR941207-1-00023,304,0.3333333333333333,0.08333333333333333,0.0967741935483871
FR941207-1-00023,347,0.0,0.0,0.0
FR941207-1-00023,411,0.0,0.0,0.0
LA032989-0060,389,0.0,0.0,0.0
FT921-5609,688,0.0,0.0,0.0
FBIS4-2353,362,0.5,0.25,0.14285714285714285
FBIS4-2353,682,0.3333333333333333,0.05555555555555555,0.08163265306122448
FT931-16191,394,0.0,0.0,0.0
FT943-7580,640,0.0,0.0,0.0
FT943-7580,651,0.0,0.0,0.0
FT943-7580,627,0.6666666666666666,0.5,0.2777777777777778
FBIS4-35578,438,0.5,0.5,0.23529411764705882
FBIS4-35578,395,1.0,1.0,0.23529411764705882
FT943-13263,700,0.0,0.0,0.0
FT943-13263,370,0.0,0.0,0.0
FBIS4-6232,325,0.0,0.0,0.0
FT924-8113,389,0.0,0.0,0.0
FT924-8113,373,0.0,0.0,0.0
FT924-8113,330,0.6666666666666666,0.4666666666666666,0.30612244897959184
FBIS4-62259,332,0.6666666666666666,0.21666666666666667,0.20512820512820512
FBIS4-62259,434,0.0,0.0,0.0
FBIS3-59251,378,0.0,0.0,0.0
WTX099-B24-354,503,0.5,0.125,0.10256410256410256
WTX101-B11-76,480,0.0,0.0,0.0
WTX016-B14-3,500,0.5,0.16666666666666666,0.15151515151515152
WTX018-B20-194,537,0.3333333333333333,0.1111111111111111,0.12903225806451613
WTX026-B08-107,507,0.0,0.0,0.0
WTX024-B42-140,541,0.3333333333333333,0.041666666666666664,0.08196721311475409
WTX024-B42-140,525,0.0,0.0,0.0
WTX057-B41-159,453,1.0,1.0,0.22
WTX089-B39-68,483,0.0,0.0,0.0
WTX081-B02-21,454,0.0,0.0,0.0
WTX054-B01-194,454,0.5,0.5,0.2
WTX076-B01-163,530,0.0,0.0,0.0
WTX032-B12-153,530,0.0,0.0,0.0
WTX095-B42-140,477,0.0,0.0,0.0
WTX100-B38-46,474,0.0,0.0,0.0
WTX007-B23-168,537,0.3333333333333333,0.3333333333333333,0.18518518518518517
WTX103-B08-129,495,0.0,0.0,0.0
WTX055-B20-171,511,0.0,0.0,0.0
WTX005-B32-89,502,0.0,0.0,0.0
WTX005-B32-89,549,0.5,0.175,0.22916666666666666
WTX075-B17-172,503,0.0,0.0,0.0
WTX089-B35-206,515,0.0,0.0,0.0
WTX038-B09-325,484,0.0,0.0,0.0
WTX069-B10-201,495,0.0,0.0,0.0
WTX081-B24-154,495,0.0,0.0,0.0
WTX012-B01-13,518,0.0,0.0,0.0
WTX075-B46-114,524,0.5,0.5,0.2
WTX042-B24-60,549,0.25,0.0625,0.1111111111111111
WTX082-B28-250,544,0.5,0.2,0.08108108108108109
WTX005-B27-138,549,0.25,0.25,0.1590909090909091
WTX094-B13-165,547,0.5,0.16666666666666666,0.11764705882352941
WTX033-B18-207,530,0.0,0.0,0.0
WTX026-B17-307,490,0.3333333333333333,0.16666666666666666,0.15384615384615385
WTX091-B03-478,493,0.0,0.0,0.0
WTX027-B07-9,525,0.5,0.0625,0.06666666666666667
WTX091-B18-4,493,1.0,0.1111111111111111,0.08823529411764706
WTX091-B19-93,477,0.0,0.0,0.0
WTX091-B19-93,517,0.3333333333333333,0.08333333333333333,0.12244897959183673
WTX003-B06-129,550,0.0,0.0,0.0
WTX018-B45-20,493,0.0,0.0,0.0
WTX004-B09-278,530,0.0,0.0,0.0
WTX077-B26-141,547,0.0,0.0,0.0
WTX075-B46-126,537,0.0,0.0,0.0
WTX033-B27-117,530,0.0,0.0,0.0
WTX098-B02-3,493,1.0,0.3333333333333333,0.1111111111111111
WTX098-B38-283,462,0.6666666666666666,0.21666666666666667,0.17777777777777778
WTX020-B20-176,509,0.5,0.08333333333333333,0.05714285714285714
WTX015-B32-32,495,0.0,0.0,0.0
WTX082-B47-85,517,0.0,0.0,0.0
WTX008-B25-3,519,0.0,0.0,0.0
WTX029-B30-527,499,0.0,0.0,0.0
WTX004-B02-400,513,1.0,0.16666666666666666,0.09090909090909091
WTX020-B26-197,459,0.3333333333333333,0.1111111111111111,0.11538461538461539
WTX014-B31-489,550,0.0,0.0,0.0
WTX046-B34-91,471,0.0,0.0,0.0
WTX045-B28-110,476,0.5,0.125,0.1111111111111111
WTX052-B12-194,527,0.0,0.0,0.0
WTX089-B12-407,475,0.0,0.0,0.0
WTX053-B35-467,457,0.0,0.0,0.0
WTX072-B20-153,549,0.0,0.0,0.0
WTX093-B38-193,548,0.0,0.0,0.0
WTX093-B38-193,472,0.0,0.0,0.0
WTX017-B49-75,502,0.5,0.0625,0.07407407407407407
WTX032-B45-230,494,0.0,0.0,0.0
WTX095-B05-293,467,0.6666666666666666,0.4444444444444444,0.35135135135135137
WTX035-B24-76,495,0.0,0.0,0.0
WTX077-B24-251,494,0.0,0.0,0.0
WTX035-B22-303,519,0.0,0.0,0.0
WTX060-B05-184,548,0.3333333333333333,0.3333333333333333,0.3076923076923077
WTX102-B11-388,479,0.0,0.0,0.0
WTX020-B20-34,537,0.3333333333333333,0.3333333333333333,0.1724137931034483
WTX014-B11-321,462,0.0,0.0,0.0
WTX037-B32-293,534,0.25,0.25,0.2463768115942029
WTX086-B44-254,544,0.0,0.0,0.0
WTX049-B50-20,519,0.0,0.0,0.0
WTX064-B48-196,451,0.5,0.5,0.29411764705882354
WTX064-B48-196,452,0.0,0.0,0.0
WTX051-B26-13,454,1.0,1.0,0.39285714285714285
WTX014-B31-524,550,0.0,0.0,0.0
WTX055-B12-189,526,1.0,0.16666666666666666,0.10638297872340426
WTX005-B48-79,549,0.25,0.125,0.16666666666666666
WTX078-B32-69,537,0.0,0.0,0.0
WTX102-B22-133,547,0.5,0.5,0.175
WTX059-B09-72,481,0.0,0.0,0.0
WTX075-B39-322,504,0.3333333333333333,0.08333333333333333,0.10638297872340426
WTX089-B19-268,491,0.0,0.0,0.0
WTX047-B39-305,457,0.0,0.0,0.0
WTX018-B14-145,452,0.0,0.0,0.0
WTX019-B40-24,537,0.3333333333333333,0.03333333333333333,0.06666666666666667
WTX091-B17-152,478,1.0,0.14285714285714285,0.08888888888888889
WTX097-B15-21,541,0.3333333333333333,0.3333333333333333,0.23809523809523808
